player_id,kills_traded_pct,deaths_traded_pct,got_two_pct,failed_death_trade,n,kills_traded_p,deaths_traded_p,got_two_p,failed_death_p
BEEHZY,0.4166666666666667,0.5769230769230769,0.3,0.4,257,0.29605263157894735,1,0.17763157894736842,0.05921052631578947
BELIEVE,0.3588748787584869,0.3533678756476684,0.35945945945945945,0.36363636363636365,2342,0.1513157894736842,0.13815789473684212,0.8289473684210527,0.27631578947368424
BENJI,0.3346938775510204,0.354014598540146,0.32926829268292684,0.26804123711340205,596,0.10526315789473684,0.14473684210526316,0.5131578947368421,0.9802631578947368
BEVILS,0.4715261958997722,0.48137254901960785,0.2946859903381642,0.3788187372708758,2316,0.7039473684210527,0.8618421052631579,0.1513157894736842,0.18421052631578946
BIDZ,0.49489795918367346,0.4847161572052402,0.28865979381443296,0.40540540540540543,531,0.8157894736842105,0.875,0.13815789473684212,0.05263157894736842
BLAZT,0.507943143812709,0.4954303122619954,0.3333333333333333,0.32667179093005383,6196,0.8618421052631579,0.9210526315789473,0.5657894736842105,0.6842105263157895
BLFIRE,0.49554896142433236,0.5031446540880503,0.3772455089820359,0.39375,825,0.8289473684210527,0.9539473684210527,0.9013157894736842,0.07236842105263158
BRAAAIN,0.25129533678756477,0.2926208651399491,0.3402061855670103,0.3565217391304348,899,0.02631578947368421,0.06578947368421052,0.6710526315789473,0.34868421052631576
BRESZY,0.5014492753623189,0.5014164305949008,0.3930635838150289,0.3559322033898305,879,0.8421052631578947,0.9407894736842105,0.9605263157894737,0.35526315789473684
BUZZO,0.4083457526080477,0.48471926083866385,0.3074817518248175,0.3709677419354839,6842,0.25,0.881578947368421,0.24342105263157895,0.2236842105263158
CAMMY,0.6238938053097345,0.4476987447698745,0.3049645390070922,0.42990654205607476,575,0.993421052631579,0.4868421052631579,0.21710526315789475,0.019736842105263157
CENSOR,0.45181765724177725,0.4885977680737506,0.2784163473818646,0.3545183714001986,4733,0.5526315789473685,0.8947368421052632,0.09868421052631579,0.375
CHAIN,0.5185185185185185,0.4863636363636364,0.2755102040816326,0.3925233644859813,513,0.9276315789473685,0.8881578947368421,0.07894736842105263,0.08552631578947369
CHINO,0.4668331945600888,0.47070824832410374,0.37395957193816887,0.3479876160990712,8770,0.6710526315789473,0.7894736842105263,0.8947368421052632,0.4407894736842105
CLASSIC,0.438772583882994,0.4579004920721706,0.29215686274509806,0.3044776119402985,8646,0.45394736842105265,0.6381578947368421,0.14473684210526316,0.9144736842105263
CLAYSTER,0.4153185035389282,0.4399677679290894,0.34388314059646985,0.304029304029304,9400,0.28289473684210525,0.40131578947368424,0.7039473684210527,0.9210526315789473
CRIMSIX,0.44582593250444047,0.4479021950541817,0.3682413204325555,0.3033498759305211,9165,0.5131578947368421,0.4934210526315789,0.875,0.9276315789473685
DAMAGE,0.4068767908309456,0.4259401381427475,0.3380281690140845,0.4144144144144144,3343,0.23026315789473684,0.3157894736842105,0.625,0.039473684210526314
DASHY,0.4637380853709076,0.44684944684944683,0.40125111706881145,0.3681377825618945,5571,0.6513157894736842,0.45394736842105265,0.9868421052631579,0.2565789473684211
DECEMATE,0.44881889763779526,0.4786201940352138,0.33253588516746413,0.3483483483483483,6916,0.5328947368421053,0.8486842105263158,0.5592105263157895,0.4342105263157895
DEFRAG,0.5080213903743316,0.4605263157894737,0.3473684210526316,0.3904761904761905,516,0.868421052631579,0.6842105263157895,0.7828947368421053,0.09868421052631579
DEMISE,0.46153846153846156,0.4473684210526316,0.30952380952380953,0.39215686274509803,249,0.625,0.48026315789473684,0.2631578947368421,0.09210526315789473
DENZ,0.4569778048038918,0.4593348699374383,0.3379906852960745,0.3161290322580645,7842,0.5986842105263158,0.6513157894736842,0.618421052631579,0.7960526315789473
DENZA,0.5527272727272727,0.4748201438848921,0.32894736842105265,0.32575757575757575,697,0.9671052631578947,0.8223684210526315,0.506578947368421,0.6907894736842105
DIABOLIC,0.47443519619500596,0.47845303867403316,0.2857142857142857,0.3695150115473441,2158,0.7171052631578947,0.8421052631578947,0.11842105263157894,0.23684210526315788
DQVEE,0.4544270833333333,0.4221678891605542,0.3228271251193887,0.3696911196911197,5772,0.5921052631578947,0.26973684210526316,0.40789473684210525,0.23026315789473684
DREAL,0.4485981308411215,0.5414012738853503,0.3854166666666667,0.3764705882352941,465,0.5263157894736842,0.9868421052631579,0.9342105263157895,0.20394736842105263
EAZY,0.2709677419354839,0.2583732057416268,0.23809523809523808,0.3333333333333333,424,0.039473684210526314,0.039473684210526314,0.03289473684210526,0.6052631578947368
ENABLE,0.4362844702467344,0.4469405852793379,0.31137724550898205,0.330026455026455,8305,0.4342105263157895,0.46710526315789475,0.2894736842105263,0.6644736842105263
ENDURAAA,0.5112359550561798,0.4950980392156863,0.3076923076923077,0.27722772277227725,487,0.8881578947368421,0.9144736842105263,0.2565789473684211,0.9736842105263158
EVAS1ON,0.46075085324232085,0.48148148148148145,0.32592592592592595,0.34615384615384615,779,0.618421052631579,0.868421052631579,0.45394736842105265,0.4473684210526316
FACCENTO,0.4223780682180427,0.4573529411764706,0.3132075471698113,0.335048231511254,7832,0.32894736842105265,0.618421052631579,0.3223684210526316,0.5921052631578947
FASTBALLA,0.40599455040871935,0.32819383259911894,0.28859060402684567,0.31543624161073824,971,0.21052631578947367,0.09868421052631579,0.13157894736842105,0.8157894736842105
FELONY,0.410431654676259,0.40776038121170866,0.3067484662576687,0.31803005008347246,6851,0.2565789473684211,0.21710526315789475,0.23684210526315788,0.7631578947368421
FERO,0.49493780734741105,0.4602988573102842,0.3185271770894214,0.3112667091024825,8519,0.8223684210526315,0.6710526315789473,0.375,0.875
FIGHTA,0.4931011826544021,0.4768250289687138,0.29980013324450366,0.3286755771567436,7843,0.7960526315789473,0.8289473684210527,0.17105263157894737,0.6710526315789473
FORMAL,0.41790668348045396,0.47303774715398444,0.37054918527459263,0.3217226092463585,8957,0.3092105263157895,0.8092105263157895,0.881578947368421,0.7368421052631579
GABI,0.46733668341708545,0.5020408163265306,0.23655913978494625,0.3821138211382114,544,0.6776315789473685,0.9473684210526315,0.02631578947368421,0.1513157894736842
GENERAL,0.3993035403366222,0.42089371980676327,0.33575581395348836,0.3084648493543759,4111,0.18421052631578946,0.2631578947368421,0.5789473684210527,0.8947368421052632
GODRX,0.44916540212443096,0.4332273449920509,0.34628378378378377,0.3412844036697248,3092,0.5394736842105263,0.3355263157894737,0.756578947368421,0.5131578947368421
GOONJAR,0.4129615674453655,0.4184131736526946,0.35036496350364965,0.37209302325581395,3243,0.27631578947368424,0.2565789473684211,0.7894736842105263,0.21710526315789475
GRVTY,0.4925373134328358,0.45686900958466453,0.3409090909090909,0.27972027972027974,731,0.7894736842105263,0.6052631578947368,0.6776315789473685,0.9671052631578947
GUNLESS,0.46246744020838265,0.4631578947368421,0.3277009728622632,0.33647450110864746,9972,0.6381578947368421,0.7105263157894737,0.48026315789473684,0.5657894736842105
GUNSHY,0.524390243902439,0.3853211009174312,0.2558139534883721,0.21428571428571427,239,0.9342105263157895,0.17763157894736842,0.05921052631578947,0.9868421052631579
HATE,0.15425531914893617,0.20398009950248755,0.3448275862068966,0.36585365853658536,425,0.006578947368421052,0.013157894736842105,0.7236842105263158,0.2631578947368421
HAVOK,0.34710743801652894,0.33771929824561403,0.39285714285714285,0.37662337662337664,539,0.125,0.11842105263157894,0.9539473684210527,0.19736842105263158
HAWQEH,0.42746703046839474,0.41403508771929826,0.32872340425531915,0.3802966101694915,5537,0.35526315789473684,0.23684210526315788,0.5,0.17763157894736842
HUKE,0.48195876288659795,0.46884544899205866,0.3374925727866904,0.31140065146579804,8423,0.743421052631579,0.7763157894736842,0.6052631578947368,0.868421052631579
JKAP,0.4444992599901332,0.4645799011532125,0.3374028856825749,0.3120567375886525,10101,0.5,0.7368421052631579,0.5986842105263158,0.8552631578947368
JOEE,0.5141039823008849,0.47955647955647956,0.30500268961807425,0.3448940269749518,9781,0.9078947368421053,0.8552631578947368,0.2236842105263158,0.4605263157894737
JOHN,0.48120300751879697,0.4660426643447976,0.34419642857142857,0.3031293787949556,11262,0.7368421052631579,0.756578947368421,0.7105263157894737,0.9342105263157895
JOHNNY,0.275974025974026,0.2108626198083067,0.38823529411764707,0.3181818181818182,688,0.046052631578947366,0.019736842105263157,0.9407894736842105,0.756578947368421
JOSHH,0.486969696969697,0.4469288793103448,0.3061605476042315,0.3140446051838457,8548,0.7828947368421053,0.4605263157894737,0.23026315789473684,0.8355263157894737
JURD,0.45242656449553004,0.4634375,0.3295695130557516,0.3331085637221848,7727,0.5592105263157895,0.7236842105263158,0.5263157894736842,0.631578947368421
JURNII,0.5248796147672552,0.40705128205128205,0.3180428134556575,0.3425196850393701,1536,0.9407894736842105,0.21052631578947367,0.3618421052631579,0.4934210526315789
KADE,0.0752212389380531,0.08225108225108226,0.17647058823529413,0.3157894736842105,473,0,0,0,0.8092105263157895
KARMA,0.3933688088415882,0.44183266932270915,0.3225806451612903,0.31109107303877365,5950,0.17763157894736842,0.42105263157894735,0.40131578947368424,0.881578947368421
KENNY,0.4979973297730307,0.4604333490343853,0.3735478105451296,0.34066496163682863,10691,0.8355263157894737,0.6776315789473685,0.8881578947368421,0.5197368421052632
KISMET,0.625,0.4505928853754941,0.3310344827586207,0.37719298245614036,597,1,0.5263157894736842,0.5328947368421053,0.19078947368421054
LACEFIELD,0.33781061114842176,0.3680649526387009,0.2962226640159046,0.3584558823529412,3552,0.11842105263157894,0.15789473684210525,0.15789473684210525,0.34210526315789475
LEGAL,0.5535714285714286,0.56,0.3387096774193548,0.18571428571428572,294,0.9736842105263158,0.993421052631579,0.6447368421052632,0.993421052631579
LLAMAGOD,0.28492392807745504,0.2818057455540356,0.27184466019417475,0.3932038834951456,1636,0.05921052631578947,0.05921052631578947,0.07236842105263158,0.07894736842105263
LOONY,0.4452054794520548,0.451966818303452,0.3464615384615385,0.320307874481942,8997,0.506578947368421,0.5460526315789473,0.7697368421052632,0.75
LUCKY,0.46050420168067224,0.4338709677419355,0.3102189781021898,0.3382899628252788,1481,0.6118421052631579,0.34210526315789475,0.26973684210526316,0.5328947368421053
MADCAT,0.40631842352205194,0.43636363636363634,0.3464203233256351,0.3371212121212121,7713,0.21710526315789475,0.35526315789473684,0.7631578947368421,0.5526315789473685
MAJORMANIAK,0.4823008849557522,0.4577777777777778,0.3394495412844037,0.3883495145631068,572,0.75,0.631578947368421,0.6578947368421053,0.10526315789473684
MALLS,0.46004480955937266,0.42574257425742573,0.31655844155844154,0.3938953488372093,3572,0.6052631578947368,0.3026315789473684,0.34210526315789475,0.06578947368421052
MAPLE,0.4311377245508982,0.5235602094240838,0.25,0.43,460,0.3881578947368421,0.9736842105263158,0.039473684210526314,0.013157894736842105
MARKYB,0.2912371134020619,0.33066666666666666,0.39823008849557523,0.4112903225806452,896,0.07236842105263158,0.10526315789473684,0.9802631578947368,0.046052631578947366
MAUX,0.31200787401574803,0.3162393162393162,0.3438485804416404,0.3614864864864865,2280,0.08552631578947369,0.09210526315789473,0.6973684210526315,0.29605263157894735
MAYHEM,0.36118848653667596,0.36963979416809606,0.2776349614395887,0.3642691415313225,2643,0.15789473684210525,0.16447368421052633,0.09210526315789473,0.26973684210526316
METHODZ,0.41202090592334495,0.4655359076145796,0.39323467230443976,0.31627906976744186,7792,0.26973684210526316,0.743421052631579,0.9671052631578947,0.7828947368421053
METHODZSICK,0.464,0.4483870967741935,0.3448275862068966,0.36330935251798563,1487,0.6578947368421053,0.5,0.7236842105263158,0.28289473684210525
MOCHILA,0.33559322033898303,0.3161512027491409,0.31313131313131315,0.42391304347826086,704,0.1118421052631579,0.08552631578947369,0.3157894736842105,0.03289473684210526
MOOSE,0.42131147540983604,0.45273377618804295,0.2788586251621271,0.35553047404063204,4584,0.3157894736842105,0.5592105263157895,0.10526315789473684,0.3684210526315789
MOSH,0.3191489361702128,0.2690909090909091,0.3333333333333333,0.28378378378378377,637,0.09210526315789473,0.05263157894736842,0.5657894736842105,0.9605263157894737
MRUIZ,0.2538860103626943,0.22105263157894736,0.42857142857142855,0.3333333333333333,428,0.03289473684210526,0.02631578947368421,0.993421052631579,0.6052631578947368
NAGAFEN,0.48544819557625146,0.45570866141732286,0.3381294964028777,0.3434125269978402,2273,0.7763157894736842,0.5855263157894737,0.631578947368421,0.4868421052631579
NAMELESS,0.4399740428293316,0.4521345407503234,0.33185840707964603,0.32331902718168815,3779,0.47368421052631576,0.5526315789473685,0.5460526315789473,0.7171052631578947
NATHAN,0.4507042253521127,0.4702886247877759,0.34375,0.36101083032490977,1461,0.5460526315789473,0.7828947368421053,0.6907894736842105,0.3026315789473684
NATSHAY,0.5470588235294118,0.4152542372881356,0.3279569892473118,0.42857142857142855,848,0.9605263157894737,0.24342105263157895,0.4868421052631579,0.02631578947368421
NAUX,0.5152542372881356,0.45977011494252873,0.3223684210526316,0.38125,801,0.9144736842105263,0.6578947368421053,0.39473684210526316,0.15789473684210525
NEVO,0.4742268041237113,0.492,0.22826086956521738,0.3333333333333333,563,0.7105263157894737,0.9078947368421053,0.019736842105263157,0.6052631578947368
NIMBLE,0.4280415430267062,0.43588123815540114,0.30329289428076256,0.36086956521739133,3537,0.3684210526315789,0.34868421052631576,0.21052631578947367,0.3092105263157895
NOVA,0.34960070984915703,0.3307823129251701,0.3248730964467005,0.3496143958868895,2703,0.13157894736842105,0.1118421052631579,0.4407894736842105,0.42105263157894735
OCTANE,0.4155156537753223,0.4713926876918783,0.3911357340720222,0.31616341030195383,9782,0.2894736842105263,0.7960526315789473,0.9473684210526315,0.7894736842105263
PANDUR,0.40635451505016723,0.4170692431561997,0.3271604938271605,0.3223938223938224,2928,0.2236842105263158,0.25,0.47368421052631576,0.7302631578947368
PARASITE,0.40785714285714286,0.4576138147566719,0.3607705779334501,0.32075471698113206,3338,0.24342105263157895,0.625,0.8421052631578947,0.743421052631579
PARZELION,0.49444444444444446,0.4726775956284153,0.33707865168539325,0.3872832369942196,902,0.8092105263157895,0.8026315789473685,0.5921052631578947,0.1118421052631579
PEATIE,0.4174135723431498,0.3931034482758621,0.3558282208588957,0.3684210526315789,1954,0.3026315789473684,0.18421052631578946,0.8092105263157895,0.25
PHANTOMZ,0.43986254295532645,0.4769736842105263,0.3515625,0.35172413793103446,747,0.46710526315789475,0.8355263157894737,0.7960526315789473,0.40789473684210525
PRESTINNI,0.4843146718146718,0.4409448818897638,0.31190832087693077,0.30612244897959184,10305,0.7631578947368421,0.4144736842105263,0.3092105263157895,0.9013157894736842
PRIESTAH,0.4540162980209546,0.4393903310311979,0.3466666666666667,0.33170731707317075,10239,0.5855263157894737,0.39473684210526316,0.7763157894736842,0.6513157894736842
PROTO,0.35016465422612514,0.3763440860215054,0.3103448275862069,0.33246753246753247,2284,0.13815789473684212,0.17105263157894737,0.27631578947368424,0.6381578947368421
QWIKER,0.35467980295566504,0.3993808049535604,0.3194444444444444,0.36046511627906974,1501,0.14473684210526316,0.19078947368421054,0.3815789473684211,0.3157894736842105
RAMBY,0.5136363636363637,0.5234375,0.25663716814159293,0.3805970149253731,593,0.9013157894736842,0.9671052631578947,0.06578947368421052,0.17105263157894737
RATED,0.43182399590688153,0.4645012934751365,0.36196682464454977,0.35148514851485146,9271,0.40131578947368424,0.7302631578947368,0.8486842105263158,0.4144736842105263
REEDY,0.4390075809786354,0.4379915305505142,0.30141287284144425,0.3494475138121547,3811,0.4605263157894737,0.3815789473684211,0.19078947368421054,0.4276315789473684
REMY,0.49411764705882355,0.4659090909090909,0.38095238095238093,0.3170731707317073,227,0.8026315789473685,0.75,0.9210526315789473,0.7763157894736842
REPLAYS,0.43605105496222973,0.4517497348886532,0.3321385902031063,0.3374413145539906,9374,0.4276315789473684,0.5394736842105263,0.5526315789473685,0.5460526315789473
RICKY,0.44357142857142856,0.45017421602787455,0.3075684380032206,0.3521671826625387,6998,0.4868421052631579,0.5197368421052632,0.25,0.39473684210526316
RISKIN,0.4712230215827338,0.4528012279355334,0.3015267175572519,0.37457627118644066,2960,0.6973684210526315,0.5657894736842105,0.19736842105263158,0.21052631578947367
ROYALTY,0.42209807572936064,0.40467997247075016,0.39558823529411763,0.336734693877551,3725,0.3223684210526316,0.20394736842105263,0.9736842105263158,0.5592105263157895
SAINTS,0.42840166369578137,0.42592592592592593,0.30097087378640774,0.3281907433380084,8266,0.3815789473684211,0.3092105263157895,0.18421052631578946,0.6776315789473685
SCUMP,0.442663995993991,0.4617623709976184,0.3421945701357466,0.31404011461318054,9475,0.48026315789473684,0.6907894736842105,0.6842105263157895,0.8421052631578947
SEANY,0.4843847595252967,0.4537090281771133,0.329464861379755,0.3244613434727503,8149,0.7697368421052632,0.5723684210526315,0.5197368421052632,0.7039473684210527
SENDER,0.46564885496183206,0.47416762342135477,0.25136612021857924,0.38256658595641646,2054,0.6644736842105263,0.8157894736842105,0.05263157894736842,0.14473684210526316
SHOCKZ,0.4701561065197429,0.4600985221674877,0.337890625,0.33476088508208424,7894,0.6907894736842105,0.6644736842105263,0.6118421052631579,0.5986842105263158
SILLY,0.4385330578512397,0.4620269912675311,0.33627797408716137,0.3396334478808706,9350,0.4473684210526316,0.6973684210526315,0.5855263157894737,0.5263157894736842
SKRAPZ,0.48277583624563153,0.4633306857294149,0.33867631851085833,0.3434285714285714,9584,0.756578947368421,0.7171052631578947,0.6381578947368421,0.48026315789473684
SLACKED,0.42754318618042225,0.44944920440636477,0.3445566778900112,0.2962962962962963,10249,0.3618421052631579,0.5131578947368421,0.7171052631578947,0.9473684210526315
SLASHER,0.4329268292682927,0.4668820678513732,0.3808033385498174,0.3460207612456747,10042,0.40789473684210525,0.7697368421052632,0.9144736842105263,0.45394736842105265
SPACELY,0.32737430167597764,0.2964876033057851,0.3242320819112628,0.3519163763066202,2148,0.09868421052631579,0.07894736842105263,0.4276315789473684,0.40131578947368424
SPOOF,0.38059071729957805,0.34328358208955223,0.35920177383592017,0.36231884057971014,2828,0.17105263157894737,0.13157894736842105,0.8223684210526315,0.2894736842105263
STAMINO,0.24838709677419354,0.29428571428571426,0.3246753246753247,0.30097087378640774,750,0.019736842105263157,0.07236842105263158,0.4342105263157895,0.9407894736842105
STUDY,0.36337625178826893,0.36265223274695535,0.3031496062992126,0.332089552238806,1692,0.16447368421052633,0.1513157894736842,0.20394736842105263,0.6447368421052632
SUKRY,0.4336734693877551,0.43674176776429807,0.3176470588235294,0.3055555555555556,1427,0.42105263157894735,0.3684210526315789,0.35526315789473684,0.9078947368421053
SUPER,0.4331983805668016,0.5236051502145923,0.4392523364485981,0.38524590163934425,601,0.4144736842105263,0.9802631578947368,1,0.13157894736842105
SUPREMEAGILITY,0.4,0.4966887417218543,0.3181818181818182,0.36,395,0.19078947368421054,0.9342105263157895,0.3684210526315789,0.3223684210526316
SWARLEY,0.15873015873015872,0.12857142857142856,0.2,0.16666666666666666,285,0.013157894736842105,0.006578947368421052,0.006578947368421052,1
SWIFTAZOR,0.4224021592442645,0.4110012360939431,0.31150159744408945,0.33533834586466166,3720,0.3355263157894737,0.2236842105263158,0.29605263157894735,0.5855263157894737
SWIFTY,0.45384615384615384,0.4123314065510597,0.31432973805855163,0.32398753894080995,3663,0.5789473684210527,0.23026315789473684,0.32894736842105265,0.7105263157894737
TDYLAN,0.5875,0.43661971830985913,0.3829787234042553,0.3870967741935484,368,0.9868421052631579,0.3618421052631579,0.9276315789473685,0.11842105263157894
TEDDYRECKS,0.5357142857142857,0.43272727272727274,0.31666666666666665,0.44537815126050423,615,0.9473684210526315,0.32894736842105265,0.34868421052631576,0
TEMP,0.44634146341463415,0.46236247828604515,0.33879781420765026,0.3231058234189105,8850,0.5197368421052632,0.7039473684210527,0.6513157894736842,0.7236842105263158
THEORY,0.4780309194467046,0.4400409976084728,0.32595744680851063,0.31521739130434784,6569,0.7302631578947368,0.40789473684210525,0.4605263157894737,0.8289473684210527
TISCH,0.468503937007874,0.4666666666666667,0.2857142857142857,0.38571428571428573,703,0.6842105263157895,0.7631578947368421,0.11842105263157894,0.125
TJHALY,0.5421184320266889,0.50625,0.32153846153846155,0.3117283950617284,9086,0.9539473684210527,0.9605263157894737,0.3881578947368421,0.8618421052631579
TOMMEY,0.45339954163483576,0.447098976109215,0.36225779275484415,0.35877862595419846,6440,0.5723684210526315,0.47368421052631576,0.8552631578947368,0.3355263157894737
TONYJS,0.27611940298507465,0.2631578947368421,0.21621621621621623,0.35555555555555557,345,0.05263157894736842,0.046052631578947366,0.013157894736842105,0.3618421052631579
URBAN,0.30526315789473685,0.33980582524271846,0.3103448275862069,0.38095238095238093,686,0.07894736842105263,0.125,0.27631578947368424,0.16447368421052633
VORTEX,0.46312822921559416,0.4235841737781226,0.27586206896551724,0.3415750915750916,5691,0.6447368421052632,0.28289473684210525,0.08552631578947369,0.506578947368421
WAILERS,0.4526166902404526,0.4393491124260355,0.315625,0.34175084175084175,3434,0.5657894736842105,0.3881578947368421,0.3355263157894737,0.5
WEEMAN,0.2897196261682243,0.23595505617977527,0.3118279569892473,0.44047619047619047,786,0.06578947368421052,0.03289473684210526,0.3026315789473684,0.006578947368421052
WUSKIN,0.40169067000626174,0.45407813570939,0.36009353078721745,0.32452830188679244,7533,0.19736842105263158,0.5789473684210527,0.8355263157894737,0.6973684210526315
XOTIC,0.42396636299929924,0.42354533152909335,0.35206611570247937,0.3354632587859425,3467,0.34868421052631576,0.27631578947368424,0.8026315789473685,0.5723684210526315
ZAPTIUS,0.5155555555555555,0.4444444444444444,0.25,0.3333333333333333,594,0.9210526315789473,0.4407894736842105,0.039473684210526314,0.6052631578947368
ZAYROX,0.40407204385277995,0.40087783467446964,0.27906976744186046,0.38503649635036497,3236,0.20394736842105263,0.19736842105263158,0.1118421052631579,0.13815789473684212
ZED,0.44364937388193204,0.44583333333333336,0.34543010752688175,0.29506008010680906,4109,0.4934210526315789,0.4473684210526316,0.75,0.9539473684210527
ZER0,0.5119436761377923,0.4918709677419355,0.3285854616895874,0.3179433368310598,9850,0.8947368421052632,0.9013157894736842,0.4934210526315789,0.7697368421052632
ZOOMAA,0.505540780141844,0.4373040752351097,0.32398071021481806,0.3302611367127496,10930,0.8552631578947368,0.375,0.42105263157894735,0.6578947368421053
