player_id,stat,value,percentile
ABEZY,kill_pct,0.49732047159699894,0.6198830409356725
ABEZY,death_pct,0.502679528403001,0.38011695906432746
ABEZY,trade_att_kill_pct,0.5053879310344828,0.8654970760233918
ABEZY,no_trade_att_kill_pct,0.49461206896551724,0.13450292397660818
ABEZY,traded_kill_pct,0.3308189655172414,0.8011695906432749
ABEZY,two_piece_pct,0.17456896551724138,0.9122807017543859
ABEZY,trade_att_death_pct,0.4957356076759062,0.935672514619883
ABEZY,no_trade_att_death_pct,0.5042643923240938,0.06432748538011696
ABEZY,traded_death_pct,0.31769722814498935,0.8654970760233918
ABEZY,failed_trade_death_pct,0.17803837953091683,0.8888888888888888
ABEZY,n,2304,0.4941860465116279
ACCURACY,kill_pct,0.5157364150479469,0.8596491228070176
ACCURACY,death_pct,0.48426358495205313,0.14035087719298245
ACCURACY,trade_att_kill_pct,0.46245530393325385,0.672514619883041
ACCURACY,no_trade_att_kill_pct,0.5375446960667462,0.32748538011695905
ACCURACY,traded_kill_pct,0.2977353992848629,0.5730994152046783
ACCURACY,two_piece_pct,0.16471990464839095,0.8245614035087719
ACCURACY,trade_att_death_pct,0.45722264534145723,0.6549707602339181
ACCURACY,no_trade_att_death_pct,0.5427773546585428,0.34502923976608185
ACCURACY,traded_death_pct,0.3026148768723026,0.6374269005847953
ACCURACY,failed_trade_death_pct,0.1546077684691546,0.6374269005847953
ACCURACY,n,9895,0.936046511627907
ACHES,kill_pct,0.4911544227886057,0.5029239766081871
ACHES,death_pct,0.5088455772113942,0.49707602339181284
ACHES,trade_att_kill_pct,0.43803418803418803,0.5029239766081871
ACHES,no_trade_att_kill_pct,0.561965811965812,0.49707602339181284
ACHES,traded_kill_pct,0.2890720390720391,0.4619883040935672
ACHES,two_piece_pct,0.14896214896214896,0.5964912280701754
ACHES,trade_att_death_pct,0.4278137890394814,0.39766081871345027
ACHES,no_trade_att_death_pct,0.5721862109605186,0.6023391812865497
ACHES,traded_death_pct,0.284325279905716,0.4327485380116959
ACHES,failed_trade_death_pct,0.14348850913376546,0.4327485380116959
ACHES,n,8122,0.7790697674418605
ALEX,kill_pct,0.49554981337927073,0.5847953216374269
ALEX,death_pct,0.5044501866207293,0.4152046783625731
ALEX,trade_att_kill_pct,0.5098493626882966,0.8888888888888888
ALEX,no_trade_att_kill_pct,0.4901506373117034,0.1111111111111111
ALEX,traded_kill_pct,0.34356894553881806,0.8654970760233918
ALEX,two_piece_pct,0.16628041714947855,0.847953216374269
ALEX,trade_att_death_pct,0.4593056346044394,0.6842105263157895
ALEX,no_trade_att_death_pct,0.5406943653955606,0.3157894736842105
ALEX,traded_death_pct,0.31417188389299944,0.8187134502923976
ALEX,failed_trade_death_pct,0.14513375071143997,0.47953216374269003
ALEX,n,4303,0.6395348837209303
ALEXX,kill_pct,0.49292452830188677,0.5321637426900585
ALEXX,death_pct,0.5070754716981132,0.4678362573099415
ALEXX,trade_att_kill_pct,0,0
ALEXX,no_trade_att_kill_pct,1,0.8947368421052632
ALEXX,traded_kill_pct,0,0
ALEXX,two_piece_pct,0,0
ALEXX,trade_att_death_pct,0,0
ALEXX,no_trade_att_death_pct,1,0.8947368421052632
ALEXX,traded_death_pct,0,0
ALEXX,failed_trade_death_pct,0,0
ALEXX,n,424,0.14534883720930233
APATHY,kill_pct,0.5056274620146314,0.7368421052631579
APATHY,death_pct,0.4943725379853686,0.2631578947368421
APATHY,trade_att_kill_pct,0.4076238174735671,0.3216374269005848
APATHY,no_trade_att_kill_pct,0.5923761825264329,0.6783625730994152
APATHY,traded_kill_pct,0.27267668336115747,0.3684210526315789
APATHY,two_piece_pct,0.13494713411240958,0.4093567251461988
APATHY,trade_att_death_pct,0.443938531587934,0.49707602339181284
APATHY,no_trade_att_death_pct,0.5560614684120659,0.5029239766081871
APATHY,traded_death_pct,0.2911212293682413,0.5263157894736842
APATHY,failed_trade_death_pct,0.15281730221969267,0.6023391812865497
APATHY,n,8626,0.8313953488372093
AQUA,kill_pct,0.507711677683349,0.7660818713450293
AQUA,death_pct,0.492288322316651,0.23391812865497075
AQUA,trade_att_kill_pct,0.4311841289522629,0.4619883040935672
AQUA,no_trade_att_kill_pct,0.5688158710477371,0.5380116959064327
AQUA,traded_kill_pct,0.282393056416615,0.42105263157894735
AQUA,two_piece_pct,0.14879107253564786,0.5906432748538012
AQUA,trade_att_death_pct,0.42391304347826086,0.3684210526315789
AQUA,no_trade_att_death_pct,0.5760869565217391,0.631578947368421
