name,stat,value,percentile
FERO,kpm,1.8165378059956614,0.9154929577464789
FERO,epm,3.577281531302804,0.9107981220657277
JOEE,kd,0.8573229140408369,0.1596244131455399
JOEE,time_s,263724.65,0.9859154929577465
JOEE,kpm,1.5475231458265275,0.4413145539906103
JOEE,epm,3.3525876325933126,0.6713615023474179
RATED,kd,1.0867743865948534,0.8967136150234741
RATED,time_s,263724.65,0.9859154929577465
RATED,kpm,1.6526327743728162,0.6854460093896714
RATED,epm,3.173309738016526,0.39906103286384975
SKRAPZ,kd,1.0899584586735425,0.9061032863849765
SKRAPZ,time_s,247876.65,0.9295774647887324
SKRAPZ,kpm,1.8418031710530218,0.9389671361502347
SKRAPZ,epm,3.5315952511057414,0.8826291079812206
ZER0,kd,1.0268764795989416,0.7417840375586855
ZER0,time_s,256344.65,0.971830985915493
ZER0,kpm,1.7259576121444313,0.8169014084507042
ZER0,epm,3.40674166595636,0.7652582159624414
ZERO,kd,0.9604395604395605,0.4835680751173709
ZERO,time_s,17987,0.25821596244131456
ZERO,kpm,1.4577194640573747,0.2347417840375587
ZERO,epm,2.9754822927669986,0.19718309859154928
ATTACH,kd,1.061794500723589,0.8497652582159625
ATTACH,time_s,252328.2,0.9483568075117371
ATTACH,kpm,1.7446325856563,0.8356807511737089
ATTACH,epm,3.387730741153783,0.7276995305164319
BLAZT,kd,0.9481162540365985,0.4460093896713615
BLAZT,time_s,147274.55,0.7417840375586855
BLAZT,kpm,1.7942000162281944,0.9061032863849765
BLAZT,epm,3.6865840024634267,0.971830985915493
PRIESTAH,kd,1.0439941341154513,0.7934272300469484
PRIESTAH,time_s,265159.15,1
PRIESTAH,kpm,1.7719924053158262,0.8732394366197183
PRIESTAH,epm,3.4693126750481738,0.8356807511737089
REPLAYS,kd,1.0224775224775224,0.7230046948356808
REPLAYS,time_s,221940,0.863849765258216
REPLAYS,kpm,1.6601784266017843,0.6995305164319249
REPLAYS,epm,3.283860502838605,0.568075117370892
RICKY,kd,0.9667828583145376,0.5117370892018779
RICKY,time_s,174030.5,0.7652582159624414
RICKY,kpm,1.62557712584863,0.6197183098591549
RICKY,epm,3.307006530464488,0.5868544600938967
ZOOMAA,kd,1.0223654283548143,0.7183098591549296
ZOOMAA,time_s,257160.85,0.9812206572769953
ZOOMAA,kpm,1.8877679086843895,0.9812206572769953
ZOOMAA,epm,3.7342387070193617,0.9812206572769953
ALEX,kd,1.01840490797546,0.6948356807511737
ALEX,time_s,96591.85,0.647887323943662
ALEX,kpm,1.8560572139367864,0.9577464788732394
ALEX,epm,3.678571225212065,0.9577464788732394
MALLS,kd,0.8310259140930067,0.12206572769953052
MALLS,time_s,93339,0.6291079812206573
MALLS,kpm,1.504837206312474,0.3380281690140845
MALLS,epm,3.315655835181435,0.6056338028169014
SEANY,kd,0.8986943526820828,0.3004694835680751
SEANY,time_s,214461.75,0.8309859154929577
SEANY,kpm,1.5983269743905382,0.5446009389671361
SEANY,epm,3.37682593749235,0.704225352112676
TONYJS,kd,0.8720238095238095,0.215962441314554
TONYJS,time_s,12369,0.19248826291079812
TONYJS,kpm,1.4212951734174144,0.20187793427230047
TONYJS,epm,3.051176327916566,0.24413145539906103
WAILERS,kd,1.026268115942029,0.7370892018779343
WAILERS,time_s,128729.3,0.7230046948356808
WAILERS,kpm,1.5842547112428949,0.5258215962441315
WAILERS,epm,3.127959213636678,0.3380281690140845
WUSKIN,kd,1.0855537429762552,0.8873239436619719
WUSKIN,time_s,219307.75,0.8450704225352113
WUSKIN,kpm,1.638519386569786,0.6525821596244131
WUSKIN,epm,3.1479051697899414,0.3568075117370892
ZAYROX,kd,0.9318755256518082,0.39436619718309857
ZAYROX,time_s,86206,0.6150234741784038
ZAYROX,kpm,1.5423520404612208,0.4225352112676056
ZAYROX,epm,3.197457253555437,0.4413145539906103
ZED,kd,1.0140765765765767,0.6854460093896714
ZED,time_s,126756.75,0.7183098591549296
ZED,kpm,1.7049979586885904,0.7699530516431925
ZED,epm,3.386328538716873,0.7183098591549296
MAJORMANIAK,kd,1.0217755443886096,0.7136150234741784
MAJORMANIAK,time_s,48060,0.49765258215962443
MAJORMANIAK,kpm,1.5230961298377028,0.3755868544600939
MAJORMANIAK,epm,3.0137328339575533,0.215962441314554
MAUX,kd,1.1047008547008548,0.9342723004694836
MAUX,time_s,93612,0.6431924882629108
MAUX,kpm,1.6568388668119471,0.6948356807511737
MAUX,epm,3.1566465837713116,0.38028169014084506
PROTO,kd,0.925626204238921,0.38497652582159625
PROTO,time_s,93581.1,0.6384976525821596
PROTO,kpm,1.5400545622994386,0.4084507042253521
PROTO,epm,3.203852059871063,0.4460093896713615
SPACELY,kd,0.9176376054640418,0.352112676056338
SPACELY,time_s,85994,0.6103286384976526
SPACELY,kpm,1.5935995534572178,0.5352112676056338
SPACELY,epm,3.330232341791288,0.6384976525821596
ACHES,kd,0.9737767828589703,0.5352112676056338
ACHES,time_s,225838.6,0.8732394366197183
ACHES,kpm,1.6179696473499214,0.5868544600938967
ACHES,epm,3.279510234300071,0.5446009389671361
APATHY,kd,1.0202974899287263,0.7089201877934272
APATHY,time_s,233491.6,0.8967136150234741
APATHY,kpm,1.6921379612799776,0.7511737089201878
APATHY,epm,3.350613041325684,0.6666666666666666
ARCITYS,kd,1.0958730158730159,0.92018779342723
ARCITYS,time_s,238221,0.9107981220657277
ARCITYS,kpm,1.7388895185562987,0.8309859154929577
ARCITYS,epm,3.325651390935308,0.6197183098591549
ASSAULT,kd,1.1220385205386059,0.9436619718309859
ASSAULT,time_s,231911.6,0.8873239436619719
ASSAULT,kpm,1.7031489584824562,0.7652582159624414
ASSAULT,epm,3.221054919201972,0.47417840375586856
CLAYSTER,kd,1.0716240875912408,0.8685446009389671
CLAYSTER,time_s,238221,0.9107981220657277
CLAYSTER,kpm,1.7749064943896633,0.8779342723004695
CLAYSTER,epm,3.4311836487967056,0.7887323943661971
FELONY,kd,0.9377674750356634,0.4131455399061033
FELONY,time_s,184918.5,0.7793427230046949
FELONY,kpm,1.7063733482588275,0.7793427230046949
FELONY,epm,3.525985772110416,0.8779342723004695
PRESTINNI,kd,0.9486741927014964,0.4507042253521127
PRESTINNI,time_s,238221,0.9107981220657277
PRESTINNI,kpm,1.8202425478862065,0.92018779342723
PRESTINNI,epm,3.7389650786454594,0.9859154929577465
SILLY,kd,1.0108773436381853,0.676056338028169
SILLY,time_s,251107.6,0.9389671361502347
SILLY,kpm,1.687643066159686,0.7417840375586855
SILLY,epm,3.3571265863717383,0.6901408450704225
AQUA,kd,1.0921099607283113,0.9107981220657277
AQUA,time_s,208705.8,0.8215962441314554
AQUA,kpm,1.7588394764304587,0.8497652582159625
AQUA,epm,3.3693361660289267,0.6948356807511737
FACCENTO,kd,0.921262352566146,0.3755868544600939
FACCENTO,time_s,223670.5,0.8685446009389671
FACCENTO,kpm,1.5504950362251615,0.460093896713615
FACCENTO,epm,3.233506430217664,0.49295774647887325
SAINTS,kd,1.0371468433903035,0.7746478873239436
SAINTS,time_s,199047.5,0.7981220657276995
SAINTS,kpm,1.7926374357879402,0.9014084507042254
SAINTS,epm,3.5210690915484997,0.8732394366197183
NAMELESS,kd,0.9448940269749518,0.431924882629108
NAMELESS,time_s,91619,0.6244131455399061
NAMELESS,kpm,1.6057804603848547,0.5586854460093896
NAMELESS,epm,3.305209618092317,0.5821596244131455
CENSOR,kd,0.8269586674892042,0.10328638497652583
CENSOR,time_s,104559,0.6713615023474179
CENSOR,kpm,1.5384615384615383,0.39906103286384975
CENSOR,epm,3.3988465842251743,0.7417840375586855
DASHY,kd,1.1856502242152467,0.9859154929577465
DASHY,time_s,116518,0.704225352112676
DASHY,kpm,2.042259565045744,1
DASHY,epm,3.7647402118127666,0.9906103286384976
TEMP,kd,1.0689198144466534,0.8591549295774648
TEMP,time_s,217406.8,0.8403755868544601
TEMP,kpm,1.7806250770445082,0.8873239436619719
TEMP,epm,3.446442337590177,0.8215962441314554
BENJI,kd,0.8619329388560157,0.18309859154929578
BENJI,time_s,17636,0.23943661971830985
BENJI,kpm,1.4867316851893853,0.2863849765258216
BENJI,epm,3.21161261056929,0.45539906103286387
GENERAL,kd,0.9724612736660929,0.5258215962441315
GENERAL,time_s,125361.75,0.7136150234741784
GENERAL,kpm,1.6225044720578645,0.6103286384976526
GENERAL,epm,3.290955973412943,0.5727699530516432
KADE,kd,0.9178861788617886,0.3568075117370892
KADE,time_s,50143.75,0.5117370892018779
KADE,kpm,1.3509161161660228,0.12206572769953052
KADE,epm,2.822684781253895,0.13615023474178403
ROYALTY,kd,1.0807532716246409,0.8779342723004695
ROYALTY,time_s,111846.5,0.6948356807511737
ROYALTY,kpm,1.816418037220655,0.9107981220657277
ROYALTY,epm,3.4971143486832403,0.8591549295774648
DAMAGE,kd,1.006247559547052,0.6619718309859155
DAMAGE,time_s,103657.6,0.6619718309859155
DAMAGE,kpm,1.49164171271571,0.29577464788732394
DAMAGE,epm,2.974022165282623,0.19248826291079812
NIMBLE,kd,0.8614601018675722,0.1784037558685446
NIMBLE,time_s,103657.6,0.6619718309859155
NIMBLE,kpm,1.468488562343716,0.2676056338028169
NIMBLE,epm,3.1731392584817706,0.39436619718309857
SWIFTAZOR,kd,0.8807517822423849,0.2347417840375587
SWIFTAZOR,time_s,107473.6,0.6807511737089202
SWIFTAZOR,kpm,1.517395900016376,0.36619718309859156
SWIFTAZOR,epm,3.240237602536809,0.49765258215962443
SWIFTY,kd,0.9133271202236719,0.3427230046948357
SWIFTY,time_s,117358.95,0.7089201877934272
SWIFTY,kpm,1.5030809324725554,0.3333333333333333
SWIFTY,epm,3.148801177924649,0.3615023474178404
JKAP,kd,0.9572069012362451,0.4788732394366197
JKAP,time_s,247855,0.9248826291079812
JKAP,kpm,1.7056746888301628,0.7746478873239436
JKAP,epm,3.4876036392245466,0.8450704225352113
JOHN,kd,1.034753932014206,0.7699530516431925
JOHN,time_s,249094.7,0.9342723004694836
JOHN,kpm,1.9650357875940354,0.9953051643192489
JOHN,epm,3.864072579625339,1
MOOSE,kd,0.9347138337647397,0.40375586854460094
MOOSE,time_s,130565.05,0.7276995305164319
MOOSE,kpm,1.493508408260863,0.3051643192488263
MOOSE,epm,3.0913326345756387,0.29577464788732394
SLACKED,kd,1.0038572806171648,0.6384976525821596
SLACKED,time_s,252081.7,0.9436619718309859
SLACKED,kpm,1.7344376842904503,0.8215962441314554
SLACKED,epm,3.462210862589391,0.8262910798122066
BELIEVE,kd,1.007655116841257,0.6666666666666666
BELIEVE,time_s,103333.05,0.6572769953051644
BELIEVE,kpm,1.4521975302190344,0.2300469483568075
BELIEVE,epm,2.89336277212373,0.1643192488262911
MAYHEM,kd,0.9865118021730985,0.5821596244131455
MAYHEM,time_s,100866.1,0.6525821596244131
MAYHEM,kpm,1.566234840050324,0.5023474178403756
MAYHEM,epm,3.1538842088670025,0.36619718309859156
NOVA,kd,0.9806181246726035,0.5633802816901409
NOVA,time_s,66885,0.5774647887323944
NOVA,kpm,1.6793002915451896,0.7183098591549296
NOVA,epm,3.3917918815877997,0.7323943661971831
SPOOF,kd,0.9653716216216216,0.5070422535211268
SPOOF,time_s,81621.5,0.596244131455399
SPOOF,kpm,1.680439590058992,0.7276995305164319
SPOOF,epm,3.4211574156319107,0.7793427230046949
LACEFIELD,kd,1.011643379906853,0.6807511737089202
LACEFIELD,time_s,112811.55,0.6995305164319249
LACEFIELD,kpm,1.6173875813247847,0.5821596244131455
LACEFIELD,epm,3.2161600474419507,0.460093896713615
LLAMAGOD,kd,1.0192096597145994,0.704225352112676
LLAMAGOD,time_s,71409.2,0.5821596244131455
LLAMAGOD,kpm,1.5603031542154233,0.4788732394366197
LLAMAGOD,epm,3.0911983329879065,0.29107981220657275
GOONJAR,kd,0.9738006124532154,0.539906103286385
GOONJAR,time_s,106568.5,0.676056338028169
GOONJAR,kpm,1.611357952865997,0.5727699530516432
GOONJAR,epm,3.2660683034855515,0.5258215962441315
XOTIC,kd,1.028022157054415,0.7464788732394366
XOTIC,time_s,109679.5,0.6901408450704225
XOTIC,kpm,1.7259378461790946,0.812206572769953
XOTIC,epm,3.4048295260281094,0.7605633802816901
BEVILS,kd,0.8966142684401451,0.29107981220657275
BEVILS,time_s,59202,0.539906103286385
BEVILS,kpm,1.502989763859329,0.3286384976525822
BEVILS,epm,3.1792844836323098,0.4131455399061033
TOMMEY,kd,0.9978711050899942,0.6244131455399061
TOMMEY,time_s,175248.75,0.7699530516431925
TOMMEY,kpm,1.7652622343953952,0.8544600938967136
TOMMEY,epm,3.534290544155094,0.8873239436619719
EXCITE,kd,1.1111111111111112,0.9389671361502347
EXCITE,time_s,8043,0.051643192488262914
EXCITE,kpm,1.6411786646773592,0.6572769953051644
EXCITE,epm,3.1182394628869825,0.3192488262910798
SUNNYB,kd,0.8308605341246291,0.11737089201877934
SUNNYB,time_s,26539.4,0.3615023474178404
SUNNYB,kpm,1.2660421863342803,0.051643192488262914
SUNNYB,epm,2.789814389172325,0.10328638497652583
RISKIN,kd,0.8604129263913824,0.17370892018779344
RISKIN,time_s,75105,0.5868544600938967
RISKIN,kpm,1.531455961653685,0.38967136150234744
RISKIN,epm,3.3113640902736168,0.596244131455399
GODRX,kd,1.0396494156928213,0.7793427230046949
GODRX,time_s,83545.5,0.6009389671361502
GODRX,kpm,1.788965294360558,0.8967136150234741
GODRX,epm,3.509704292870352,0.8685446009389671
PANDUR,kd,0.9790777113578139,0.5586854460093896
PANDUR,time_s,83545.5,0.6009389671361502
PANDUR,kpm,1.6467673303768606,0.6807511737089202
PANDUR,epm,3.32872506598201,0.6291079812206573
DQVEE,kd,0.970873786407767,0.5211267605633803
DQVEE,time_s,142529.85,0.7323943661971831
DQVEE,kpm,1.7680506925391417,0.8591549295774648
DQVEE,epm,3.589142905854458,0.92018779342723
EVAS1ON,kd,0.8571428571428571,0.15492957746478872
EVAS1ON,time_s,19985,0.28169014084507044
EVAS1ON,kpm,1.5491618714035527,0.4507042253521127
EVAS1ON,epm,3.3565173880410306,0.6854460093896714
HAWQEH,kd,0.9558585625144442,0.47417840375586856
HAWQEH,time_s,151454.05,0.7464788732394366
HAWQEH,kpm,1.6385167646556829,0.647887323943662
HAWQEH,epm,3.3527000433464806,0.676056338028169
NAUX,kd,0.8193548387096774,0.0892018779342723
NAUX,time_s,19985,0.28169014084507044
NAUX,kpm,1.52514385789342,0.38028169014084506
NAUX,epm,3.3865399049286964,0.7230046948356808
PARZELION,kd,1.0615514333895446,0.8450704225352113
PARZELION,time_s,51119.2,0.5211267605633803
PARZELION,kpm,1.4777226560666052,0.27230046948356806
PARZELION,epm,2.8697632200816914,0.15023474178403756
REEDY,kd,0.8965297675899395,0.2863849765258216
REEDY,time_s,109591.05,0.6854460093896714
REEDY,kpm,1.5417317381300752,0.41784037558685444
REEDY,epm,3.261397714503146,0.5164319248826291
VORTEX,kd,0.8251215901882004,0.09859154929577464
VORTEX,time_s,151454.05,0.7464788732394366
VORTEX,kpm,1.5458153809686834,0.43661971830985913
VORTEX,epm,3.419254882916634,0.7746478873239436
NATHAN,kd,0.9443882709807887,0.4272300469483568
NATHAN,time_s,34791,0.45539906103286387
NATHAN,kpm,1.6107614038113305,0.568075117370892
NATHAN,epm,3.3163749245494523,0.6103286384976526
ABEZY,kd,1.048155737704918,0.8075117370892019
ABEZY,time_s,65205,0.5539906103286385
ABEZY,kpm,1.8826777087646653,0.9765258215962441
ABEZY,epm,3.6788589832068093,0.9624413145539906
DIABOLIC,kd,0.9199817101051669,0.36619718309859156
DIABOLIC,time_s,79371.75,0.5915492957746479
DIABOLIC,kpm,1.5209441646429618,0.37089201877934275
DIABOLIC,epm,3.1741772104054653,0.4084507042253521
SENDER,kd,0.8384401114206128,0.13615023474178403
SENDER,time_s,45515,0.4835680751173709
SENDER,kpm,1.5871690651433592,0.5305164319248826
SENDER,epm,3.48017137207514,0.8403755868544601
ZOOMA,kd,1.0171990171990173,0.6901408450704225
ZOOMA,time_s,15784,0.215962441314554
ZOOMA,kpm,1.573745565129245,0.5117370892018779
ZOOMA,epm,3.1208819057273187,0.323943661971831
PARASITE,kd,1.0711331679073615,0.863849765258216
PARASITE,time_s,93578.5,0.6338028169014085
PARASITE,kpm,1.660637860192245,0.704225352112676
PARASITE,epm,3.2109939783176693,0.4507042253521127
ATLAS,kd,0.853309481216458,0.15023474178403756
ATLAS,time_s,17809,0.24882629107981222
ATLAS,kpm,1.6070526138469312,0.5633802816901409
ATLAS,epm,3.4903700376214273,0.8497652582159625
BRESZY,kd,0.9557632398753894,0.4694835680751174
BRESZY,time_s,60160.3,0.5446009389671361
BRESZY,kpm,1.529912583547622,0.38497652582159625
BRESZY,epm,3.1306359841955573,0.3427230046948357
GABI,kd,0.8096446700507615,0.07042253521126761
GABI,time_s,12345,0.18779342723004694
GABI,kpm,1.5504252733900366,0.45539906103286387
GABI,epm,3.465370595382746,0.8309859154929577
NATSHAY,kd,0.8577559779276518,0.1643192488262911
NATSHAY,time_s,60160.3,0.5446009389671361
NATSHAY,kpm,1.3952722975118141,0.1596244131455399
NATSHAY,epm,3.021926419914794,0.22065727699530516
STUDY,kd,0.9186602870813397,0.3615023474178404
STUDY,time_s,42536,0.47417840375586856
STUDY,kpm,1.6249764905021629,0.6150234741784038
STUDY,epm,3.393831107767538,0.7370892018779343
BRAAAIN,kd,0.911297852474323,0.3333333333333333
BRAAAIN,time_s,42581.4,0.4788732394366197
BRAAAIN,kpm,1.3752483478701967,0.13615023474178403
BRAAAIN,epm,2.8843579591089066,0.15492957746478872
PEATIE,kd,0.8766355140186916,0.22065727699530516
PEATIE,time_s,47193.85,0.49295774647887325
PEATIE,kpm,1.7887923956193446,0.892018779342723
PEATIE,epm,3.8293125057608144,0.9953051643192489
QWIKER,kd,0.8979725310660562,0.29577464788732394
QWIKER,time_s,53032.4,0.5258215962441315
QWIKER,kpm,1.553390003092449,0.4647887323943662
QWIKER,epm,3.2832758841764655,0.5633802816901409
ALEXX,kd,1.0024271844660195,0.6291079812206573
ALEXX,time_s,15831,0.22065727699530516
ALEXX,kpm,1.5652833049080919,0.49765258215962443
ALEXX,epm,3.1267765776009098,0.3333333333333333
NIALL,kd,0.993798449612403,0.6103286384976526
NIALL,time_s,23364.85,0.323943661971831
NIALL,kpm,1.6460623543485193,0.676056338028169
NIALL,epm,3.3023965486617723,0.5774647887323944
NOLSON,kd,1.0060532687651331,0.6572769953051644
NOLSON,time_s,33692.4,0.43661971830985913
NOLSON,kpm,1.4798589592905225,0.27699530516431925
NOLSON,epm,2.950813833386758,0.18309859154929578
ZERG,kd,0.9976303317535545,0.6197183098591549
ZERG,time_s,15831,0.22065727699530516
ZERG,kpm,1.5956035626302825,0.539906103286385
ZERG,epm,3.1949971574758385,0.431924882629108
PHANTOMZ,kd,1.1463730569948187,0.9530516431924883
PHANTOMZ,time_s,32297.8,0.431924882629108
PHANTOMZ,kpm,1.6440748286260984,0.6666666666666666
PHANTOMZ,epm,3.0782282384558703,0.28169014084507044
URBAN,kd,1.0103092783505154,0.6713615023474179
URBAN,time_s,18169,0.26291079812206575
URBAN,kpm,1.618140789256426,0.5915492957746479
URBAN,epm,3.219769937806153,0.4694835680751174
NAGAFEN,kd,0.8950567260940032,0.27699530516431925
NAGAFEN,time_s,86420,0.6197183098591549
NAGAFEN,kpm,1.5336727609349687,0.39436619718309857
NAGAFEN,epm,3.2471650080999765,0.5023474178403756
GRVTY,kd,0.9212410501193318,0.37089201877934275
GRVTY,time_s,31626.8,0.4225352112676056
GRVTY,kpm,1.464580672088229,0.24882629107981222
GRVTY,epm,3.054371608888664,0.24882629107981222
KISMET,kd,1.0576131687242798,0.8403755868544601
KISMET,time_s,45689.75,0.48826291079812206
KISMET,kpm,1.6874681958207256,0.7370892018779343
KISMET,epm,3.2830120541259253,0.5586854460093896
TISCH,kd,0.9103362391033624,0.3286384976525822
TISCH,time_s,31626.8,0.4225352112676056
TISCH,kpm,1.3867985379488281,0.15023474178403756
TISCH,epm,2.910190091947336,0.16901408450704225
SHANE,kd,0.8671875,0.20187793427230047
SHANE,time_s,8658,0.10328638497652583
SHANE,kpm,1.5384615384615383,0.39906103286384975
SHANE,epm,3.312543312543313,0.6009389671361502
WALLERS,kd,1.0042372881355932,0.647887323943662
WALLERS,time_s,8658,0.10328638497652583
WALLERS,kpm,1.6424116424116424,0.6619718309859155
WALLERS,epm,3.277893277893278,0.539906103286385
WEEMAN,kd,0.9323671497584541,0.39906103286384975
WEEMAN,time_s,38180.4,0.460093896713615
WEEMAN,kpm,1.5164848980104975,0.3568075117370892
WEEMAN,epm,3.1429738818870416,0.352112676056338
BIDZ,kd,0.8775,0.22535211267605634
BIDZ,time_s,12223,0.1784037558685446
BIDZ,kpm,1.7229812648286018,0.8075117370892019
BIDZ,epm,3.6864926777386895,0.9671361502347418
CAMMY,kd,0.8717632552404438,0.2112676056338028
CAMMY,time_s,26536.4,0.3568075117370892
CAMMY,kpm,1.5985589605221506,0.5492957746478874
CAMMY,epm,3.4322666224506713,0.7934272300469484
DEFRAG,kd,0.8274894810659187,0.107981220657277
DEFRAG,time_s,25141.4,0.3380281690140845
DEFRAG,kpm,1.4080361475494603,0.16901408450704225
DEFRAG,epm,3.1096120343338076,0.30985915492957744
ENDURAAA,kd,0.7750865051903114,0.03286384976525822
ENDURAAA,time_s,19756.85,0.27699530516431925
ENDURAAA,kpm,1.3605407744655653,0.1267605633802817
