name,estimate,odds,prob
SPOOF,0.034858804083667955,1.0354734938485877,0.5087138186657287
SUKRY,0.057762930745179804,1.0594637996425416,0.5144367188325579
SWIFTAZOR,-0.04570043094660107,0.9553281060650692,0.4885768803209122
SWIFTY,-0.030432240364476445,0.9700261584593327,0.4923925270200198
TEMP,0.1146650993472867,1.1214977843322025,0.5286349071937512
THEORY,-0.139236763797255,0.8700220143550591,0.46524693702876857
TJHALY,0.014814390309581503,1.0149246672787824,0.5037035298443536
TOMMEY,0.05006081467743667,1.0513350310327116,0.5125125906436815
VORTEX,-0.15784389019349285,0.853983086697548,0.4606207536761977
WAILERS,0.0915886205073254,1.0959138928344048,0.5228811625234984
WUSKIN,0.1359952964841127,1.1456765048745465,0.5339465209558847
XOTIC,0.047988052884958526,1.0491581208368288,0.5119947114712537
ZAYROX,-0.03303975923773661,0.9675000917581529,0.4917408115054253
ZED,0.04840071764489419,1.0495911607649122,0.51209781777806
ZER0,0.07530354448447983,1.0782113863362863,0.5188169949530896
ZOOMAA,0.10040171821220935,1.1056149745478572,0.5250793653693824
