player,type,estimate,std.error,statistic,p.value
RICKY,P1,0.9761200654576959,0.07790057468467788,-0.31026320853181916,0.7563608068827601
RICKY,P2,1.1607395014348452,0.08651220769298179,1.722962657092241,0.08489527825632465
RICKY,P3,1.0448906037702006,0.08597846372554893,0.5107348124953772,0.6095367605918152
RISKIN,P3,0.5843693647869317,0.1786630480542843,-3.0069005761494183,0.002639260686646587
RISKIN,P1,1.1126053739791475,0.1140600487704883,0.9355111619405713,0.34952493371758675
RISKIN,P2,1.1659757434279456,0.17584383807694826,0.8732650865461437,0.38251860585430714
ROYALTY,P1,0.6707617458947148,0.09577249258341718,-4.169686592403173,3.0501880079968146e-5
ROYALTY,P3,1.0920328730659885,0.1304299289995055,0.6750059674587965,0.4996719736195184
ROYALTY,P2,1.1714566488834162,0.13230230476387875,1.1961089700522858,0.2316540376238344
SAINTS,P2,1.0986701126009593,0.0987692834337491,0.952730004431345,0.34072688689139696
SAINTS,P3,1.0325345071759284,0.09721779777475009,0.3293272119000067,0.7419083781162087
SAINTS,P1,1.0384961249017413,0.07336625236386796,0.5148638736762232,0.6066481471623797
SCUMP,P2,1.193189371864765,0.10677279037979868,1.6542591585056505,0.09807486744700762
SCUMP,P3,0.9762693786266895,0.10794683451009651,-0.2224866349115025,0.8239350763597988
SCUMP,P1,0.8707077193603906,0.06586731264184623,-2.101936786839418,0.035558813539292244
SEANY,P1,0.8986896382527901,0.0688575097762748,-1.5512837225425962,0.12083370590687996
SEANY,P3,0.9734985468573945,0.1017548450608697,-0.2639574248681945,0.7918127255767115
SEANY,P2,1.2453123043552545,0.09912407603198023,2.2132498391285385,0.02688042576189003
SHOCKZ,P1,0.9322399689035081,0.07008043069803446,-1.0012070327621794,0.316726727212808
SHOCKZ,P2,1.2416055105091708,0.1714431907970774,1.2622566557651516,0.2068564479446893
SHOCKZ,P3,1.0263360013852614,0.17168445552705675,0.15141254219535683,0.8796502962857513
SILLY,P1,0.8786000172780588,0.0668950451663364,-1.934755069724434,0.053020359029179134
SILLY,P3,1.08319459302735,0.09519749758533236,0.8394614724588344,0.40121040053742135
SILLY,P2,1.0819575539978634,0.09371362693526099,0.8405602581369632,0.40059433064077926
SKRAPZ,P3,1.114374797144664,0.0954753704277678,1.1342561659093726,0.25668711035411673
SKRAPZ,P2,1.1588894724520682,0.09506393055371802,1.5511897558984882,0.12085621638301156
SKRAPZ,P1,0.8488345058244677,0.06403624558454178,-2.5593480463019467,0.010486869066495173
SLACKED,P2,1.4601291609189913,0.11269988503138956,3.35869817511143,7.831054825674741e-4
SLACKED,P3,0.9530076882953428,0.11009341049668986,-0.43719517523409923,0.6619698084738868
SLACKED,P1,0.8591917326688954,0.06552387540463143,-2.316150814694045,0.02055003563006013
SLASHER,P3,1.1291244565028393,0.08958255423991905,1.3556491682392549,0.17521081987280684
SLASHER,P2,0.978371879864098,0.08921404147595399,-0.24508962491411387,0.8063870361029656
SLASHER,P1,0.7462799962672506,0.06313327881180116,-4.635501665493139,3.560728576313554e-6
SPACELY,P2,1.1298814870327394,0.1534002573515164,0.7960400497385097,0.4260087574474817
SPACELY,P1,1.1287388122538498,0.1502366793105678,0.8060675637345702,0.4202038930228901
SPACELY,P3,0.7652047893603687,0.14984147676146273,-1.7859659972264395,0.07410476383191635
SPOOF,P3,0.882815022157244,0.21515787832140174,-0.5792936295286087,0.5623910632612024
SPOOF,P1,0.8973349063185236,0.1186918238709415,-0.9126671104969124,0.3614176467006595
SPOOF,P2,1.1364111265336418,0.21647374043070428,0.5907190485637217,0.5547086826509162
SUKRY,P3,1.0568147595622421,0.4964191095268342,0.11131610235309503,0.9113656869305126
SUKRY,P2,0.9525666068763781,0.5007189491548365,-0.09705094250786782,0.9226859390810532
SUKRY,P1,0.9983664158598118,0.15932219736407316,-0.01026172071888028,0.9918124751664213
SWIFTAZOR,P1,0.9457177657138092,0.10357558780100658,-0.5388441479336705,0.5899943982689109
SWIFTAZOR,P2,1.9139058028383114,0.27857578444116726,2.3302315321622955,0.0197939172559769
SWIFTAZOR,P3,0.5420653699858656,0.2744390388221232,-2.231346817906782,0.0256581647071117
SWIFTY,P2,2.1887215884293663,0.27937066635560986,2.8038649655779397,0.005049404799026724
SWIFTY,P3,0.6443128319803839,0.2751729139031112,-1.5974352295188918,0.11016872476504709
SWIFTY,P1,1.0494810151273573,0.10488493587957776,0.4604643199217375,0.6451829762785912
TEMP,P2,1.12917308716278,0.09131804165324998,1.3303568645401287,0.18340071967648294
TEMP,P3,1.301550835701778,0.09222763979411423,2.85767373637211,0.004267589393231518
TEMP,P1,0.8702245282076889,0.06761895436096922,-2.055696121657306,0.039811815995477486
THEORY,P2,1.0897758138369744,0.09577498023401551,0.8976457055692981,0.36937446386431366
THEORY,P3,0.9792850168828922,0.09742836924635431,-0.21485064727867578,0.8298837640144654
THEORY,P1,0.937934737857054,0.07830384097563223,-0.8182856350778736,0.4131941066263803
TJHALY,P2,1.192432568688645,0.09337195721610089,1.884884940359499,0.05944537374338867
TJHALY,P3,1.0150687684826296,0.09500346657678103,0.15742964901413883,0.8749062482544268
TJHALY,P1,0.9373405477829534,0.06439363550209103,-1.0048915154971387,0.3149490903572718
TOMMEY,P1,0.782078433193379,0.07835208462650896,-3.137124512216749,0.001706136550143854
TOMMEY,P2,1.0523581725336735,0.10785506719637793,0.4731676117206412,0.6360936028834319
TOMMEY,P3,1.0900780708204862,0.10788743926858138,0.7994379963673924,0.4240364857694107
VORTEX,P2,1.1240254692084142,0.11427807209994184,1.023087006146025,0.30626671003111994
VORTEX,P3,0.9772166732481791,0.11550009477268942,-0.19953990099818647,0.8418404343719853
VORTEX,P1,1.1686137378225157,0.08830042877188572,1.7646370355352325,0.07762478691617232
WAILERS,P3,0.9498596421705929,0.16816990112801344,-0.3058873796171128,0.7596903953066411
WAILERS,P2,1.7288613720352888,0.17510175815037712,3.126542138425098,0.0017687515463254357
WAILERS,P1,1.0155968050615762,0.10395347830546862,0.14887837552678085,0.8816496048622768
WUSKIN,P2,1.2369778258831259,0.10355708203402705,2.0536612595824737,0.04000848856482825
WUSKIN,P3,1.0268262771882823,0.10194474724963798,0.25967753848985203,0.7951125201028123
WUSKIN,P1,0.795413241608138,0.07398985696846831,-3.093579417379032,0.001977576160824741
